work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2025.0,Dimensional Computing Researcher,Dimensional Computing,USD,255000.0,255000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Junior Data Analyst,Data Analysis,EUR,45000.0,47700.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0,Holographic Universe Data Scientist,Holographic Computing,USD,275000.0,275000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Simulation Hypothesis Analyst,Simulation Analytics,USD,245000.0,245000.0,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025.0,Consciousness Computing Engineer,Consciousness Computing,USD,315000.0,315000.0,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025.0,Data Scientist,Data Science,XCD,485000.0,179600.0,Antigua and Barbuda,Entry,Full-time,Remote,St. John's,Small
2025.0,Temporal Paradox Data Analyst,Temporal Computing,USD,285000.0,285000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Quantum Consciousness Researcher,Quantum Consciousness,EUR,125000.0,132500.0,Switzerland,Senior,Full-time,Remote,CERN,Large
2025.0,Junior Data Scientist,Data Science,BBD,485000.0,242500.0,Barbados,Entry,Full-time,In-person,Bridgetown,Small
2025.0,Reality Simulation Engineer,Reality Computing,USD,305000.0,305000.0,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025.0,Data Mesh Theologian,Data Theology,USD,165000.0,165000.0,United States,Mid,Contract,Remote,"Boston, MA",Small
2025.0,Machine Learning Engineer,Machine Learning,BZD,485000.0,240500.0,Belize,Senior,Full-time,Remote,Belmopan,Medium
2025.0,Data Science Theologian,Data Theology,CAD,135000.0,99500.0,Canada,Senior,Part-time,Remote,Toronto,Small
2025.0,Fractal Universe Data Engineer,Fractal Computing,USD,295000.0,295000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Senior Data Analyst,Data Analysis,KYD,485000.0,582000.0,Cayman Islands,Senior,Full-time,Hybrid,George Town,Small
2025.0,Data Scientist,Data Science,DOP,2850000.0,48500.0,Dominican Republic,Entry,Full-time,In-person,Santo Domingo,Medium
2025.0,Omniversal Computing Architect,Omniversal Computing,USD,335000.0,335000.0,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,65000.0,68900.0,Monaco,Entry,Full-time,In-person,Monaco,Small
2025.0,Records Data Analyst, Computing,USD,275000.0,275000.0,United States,Mid,Full-time,Remote,"Berkeley, CA",Large
2025.0,Metaphysical Data Engineer,Metaphysical Computing,USD,265000.0,265000.0,United States,Mid,Full-time,In-person,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,GYD,9850000.0,47200.0,Guyana,Mid,Full-time,Remote,Georgetown,Medium
2025.0,Collective Consciousness Specialist,Collective Computing,USD,285000.0,285000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Data Sovereignty Theologian,Data Theology,AUD,125000.0,82500.0,Australia,Mid,Contract,Remote,Sydney,Small
2025.0,Morphic Field Data Researcher,Morphic Computing,USD,255000.0,255000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Senior Data Scientist,Data Science,HTG,4850000.0,65800.0,Haiti,Senior,Full-time,Hybrid,Port-au-Prince,Small
2025.0,Data Scientist,Data Science,JMD,7850000.0,50200.0,Jamaica,Entry,Full-time,Remote,Kingston,Medium
2025.0,Noospheric Computing Engineer,Noospheric Computing,USD,295000.0,295000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Junior Data Engineer,Data Engineering,EUR,58000.0,61500.0,Liechtenstein,Entry,Full-time,Hybrid,Vaduz,Small
2025.0,Archetypal Data Analyst,Archetypal Computing,USD,245000.0,245000.0,United States,Mid,Full-time,In-person,Zurich,Large
2025.0,Machine Learning Engineer,Machine Learning,SRD,4850000.0,138500.0,Suriname,Senior,Full-time,Remote,Paramaribo,Medium
2025.0,Quantum Field Data Engineer,Quantum Field Computing,USD,275000.0,275000.0,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025.0,Data Science Mystic,Data Mysticism,CAD,115000.0,84700.0,Canada,Mid,Part-time,Remote,Vancouver,Small
2025.0,Zero Point Energy Analyst,Zero Point Computing,USD,285000.0,285000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,185000.0,220600.0,Switzerland,Senior,Full-time,Hybrid,Basel,Large
2025.0,Data Scientist,Data Science,TTD,485000.0,71500.0,Trinidad and Tobago,Entry,Full-time,In-person,Port of Spain,Medium
2025.0,Akashic Field Computing Specialist,Akashic Computing,USD,295000.0,295000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,52000.0,55100.0,San Marino,Entry,Part-time,Remote,San Marino,Small
2025.0,Unified Field Data Researcher,Unified Field Computing,USD,305000.0,305000.0,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025.0,Transcendental Data Analyst,Transcendental Computing,USD,265000.0,265000.0,United States,Mid,Full-time,Remote,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,AWG,485000.0,269400.0,Aruba,Mid,Full-time,Hybrid,Oranjestad,Small
2025.0,Morphogenetic Field Engineer,Morphogenetic Computing,USD,275000.0,275000.0,United States,Senior,Full-time,Hybrid,"Stanford, CA",Large
2025.0,Data Democratization Mystic,Data Mysticism,AUD,118000.0,77900.0,Australia,Mid,Contract,Remote,Adelaide,Small
2025.0,Platonic Realm Data Scientist,Platonic Computing,USD,285000.0,285000.0,United States,Senior,Full-time,In-person,"Berkeley, CA",Large
2025.0,Senior Data Scientist,Data Science,CUC,485000.0,485000.0,Cuba,Senior,Full-time,Remote,Havana,Medium
2025.0,Data Scientist,Data Science,VES,12500000000.0,3500.0,Venezuela,Entry,Full-time,In-person,Caracas,Small
2025.0,Ethereal Computing Architect,Ethereal Computing,USD,295000.0,295000.0,United States,Senior,Full-time,Remote,"San Francisco, CA",Large
2025.0,Junior Data Scientist,Data Science,EUR,68000.0,72100.0,Vatican City,Entry,Full-time,In-person,Vatican City,Small
2025.0,Astral Plane Data Engineer,Astral Computing,USD,275000.0,275000.0,United States,Mid,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Causal Nexus Analyst,Causal Computing,USD,255000.0,255000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,ANG,485000.0,485000.0,Netherlands Antilles,Senior,Full-time,Remote,Willemstad,Small
2025.0,Dimensional Membrane Engineer,Membrane Computing,USD,305000.0,305000.0,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025.0,Quantum Foam Data Researcher,Quantum Foam Computing,USD,285000.0,285000.0,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025.0,Hyperdimensional Data Analyst,Hyperdimensional Computing,USD,295000.0,295000.0,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,FKP,485000.0,485000.0,Falkland Islands,Mid,Full-time,Hybrid,Stanley,Small
2025.0,Primordial Field Computing Specialist,Primordial Computing,USD,315000.0,315000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,GIP,485000.0,485000.0,Gibraltar,Senior,Full-time,In-person,Gibraltar,Small
2025.0,Akashic Database Architect,Akashic Computing,USD,325000.0,325000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Junior Data Analyst,Data Analysis,EUR,48000.0,50900.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0,Omniscient Computing Researcher,Omniscient Computing,USD,345000.0,345000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,SHP,485000.0,485000.0,Saint Helena,Mid,Full-time,Hybrid,Jamestown,Small
2025.0,Absolute Reality Data Scientist,Absolute Computing,USD,335000.0,335000.0,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025.0,Data Science Oracle,Data Divination,CAD,145000.0,106800.0,Canada,Senior,Part-time,Remote,British Columbia,Small
2025.0,Machine Learning Engineer,Machine Learning,TAA,485000.0,485000.0,Tristan da Cunha,Senior,Full-time,Remote,Edinburgh of the Seven Seas,Small
2025.0,Quantum Consciousness Architect,Quantum Consciousness,USD,325000.0,325000.0,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,USD,185000.0,185000.0,United States,Mid,Full-time,Remote,"Honolulu, HI",Medium
2025.0,Universal Mind Data Engineer,Universal Computing,USD,345000.0,345000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Data Mesh Oracle,Data Divination,GBP,105000.0,131800.0,United Kingdom,Senior,Contract,Remote,Glastonbury,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,175000.0,175000.0,United States,Mid,Full-time,Hybrid,"Anchorage, AK",Medium
2025.0,Omnipresent Data Architect,Omnipresent Computing,USD,385000.0,385000.0,United States,Senior,Full-time,Remote,Everywhere,Large
2025.0,Data Scientist,Data Science,BSD,485000.0,485000.0,Bahamas,Entry,Full-time,In-person,Nassau,Small
2025.0, Algorithm Engineer, Computing,USD,375000.0,375000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Eternal Data Researcher,Eternal Computing,EUR,145000.0,153700.0,Switzerland,Senior,Full-time,Remote,CERN,Large
2025.0,Junior Data Scientist,Data Science,BND,485000.0,362500.0,Brunei,Entry,Full-time,In-person,Bandar Seri Begawan,Small
2025.0,Machine Learning Engineer,Machine Learning,KHR,1850000000.0,456800.0,Cambodia,Senior,Full-time,Remote,Phnom Penh,Medium
2025.0,Data Science Sage,Data Wisdom,CAD,155000.0,114200.0,Canada,Senior,Part-time,Remote,Tibet,Small
2025.0,Primordial Consciousness Engineer,Primordial Computing,USD,385000.0,385000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Senior Data Analyst,Data Analysis,LAK,4850000000.0,485000.0,Laos,Senior,Full-time,Hybrid,Vientiane,Medium
2025.0,Data Scientist,Data Science,MVR,7850000.0,509800.0,Maldives,Entry,Full-time,In-person,Malé,Small
2025.0,Absolute Truth Computing Architect,Truth Computing,USD,405000.0,405000.0,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,72000.0,76300.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Transcendent Algorithm Researcher,Transcendent Computing,USD,365000.0,365000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,BTN,2850000.0,34200.0,Bhutan,Mid,Full-time,Remote,Thimphu,Medium
2025.0,Universal Love Computing Specialist,Love Computing,USD,355000.0,355000.0,United States,Senior,Full-time,Remote,"San Francisco, CA",Large
2025.0,Data Sovereignty Sage,Data Wisdom,AUD,135000.0,89100.0,Australia,Mid,Contract,Remote,Uluru,Small
2025.0,Nirvana Data Analyst,Nirvana Computing,USD,345000.0,345000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Senior Data Scientist,Data Science,AFN,3850000.0,43900.0,Afghanistan,Senior,Full-time,In-person,Kabul,Small
2025.0,Data Scientist,Data Science,IRR,1485000000.0,35200.0,Iran,Entry,Full-time,Remote,Tehran,Medium
2025.0,Samadhi Computing Engineer,Samadhi Computing,USD,385000.0,385000.0,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025.0,Junior Data Engineer,Data Engineering,EUR,62000.0,65700.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Moksha Data Researcher,Moksha Computing,USD,375000.0,375000.0,United States,Mid,Full-time,Remote,"Stanford, CA",Large
2025.0,Satori Algorithm Architect,Satori Computing,USD,365000.0,365000.0,United States,Senior,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,IQD,6485000000.0,4950000.0,Iraq,Senior,Full-time,In-person,Baghdad,Medium
2025.0,Bodhi Tree Data Engineer,Bodhi Computing,USD,355000.0,355000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Dharma Computing Specialist,Dharma Computing,USD,345000.0,345000.0,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,195000.0,232600.0,Switzerland,Senior,Full-time,Remote,Zurich,Large
2025.0,Data Scientist,Data Science,SYP,12485000000.0,4950000.0,Syria,Entry,Full-time,Hybrid,Damascus,Small
2025.0,Karma Algorithm Engineer,Karma Computing,USD,375000.0,375000.0,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,55000.0,58300.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0,Tao Data Analyst,Tao Computing,USD,365000.0,365000.0,United States,Mid,Full-time,Remote,"Berkeley, CA",Large
2025.0,Wu Wei Computing Researcher,Wu Wei Computing,USD,355000.0,355000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,YER,1248500000.0,4985000.0,Yemen,Mid,Full-time,Remote,Sana'a,Small
2025.0,Zen Algorithm Architect,Zen Computing,USD,345000.0,345000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Yin Yang Data Engineer,Balance Computing,USD,375000.0,375000.0,United States,Senior,Full-time,Remote,"Austin, TX",Large
2025.0,Senior Data Scientist,Data Science,LBP,248500000000.0,1650000.0,Lebanon,Senior,Full-time,In-person,Beirut,Medium
2025.0,Data Scientist,Data Science,JOD,485000.0,683000.0,Jordan,Entry,Full-time,Hybrid,Amman,Medium
2025.0,Junior Data Scientist,Data Science,EUR,75000.0,79500.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Mandala Algorithm Engineer,Mandala Computing,USD,345000.0,345000.0,United States,Senior,Full-time,Remote,"San Francisco, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,OMR,1485000.0,3858000.0,Oman,Senior,Full-time,In-person,Muscat,Medium
2025.0,Lotus Data Analyst,Lotus Computing,USD,375000.0,375000.0,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025.0,Data Science,Data Compassion,CAD,175000.0,129000.0,Canada,Senior,Part-time,Remote,Dharamshala,Small
2025.0,Data Scientist,Data Science,QAR,1485000.0,408000.0,Qatar,Entry,Full-time,In-person,Doha,Large
2025.0,Source Code of Reality Engineer,Reality Source Computing,USD,415000.0,415000.0,United States,Senior,Full-time,Hybrid,Quantum Realm,Infinite
2025.0,Junior Data Scientist,Data Science,AED,485000.0,132000.0,United Arab Emirates,Entry,Full-time,In-person,Dubai,Large
2025.0,Machine Learning Engineer,Machine Learning,KWD,125000.0,408000.0,Kuwait,Senior,Full-time,Remote,Kuwait City,Large
2025.0,Multiversal Consciousness Architect,Multiversal Computing,USD,435000.0,435000.0,United States,Senior,Full-time,Hybrid,All Dimensions,Infinite
2025.0,Primordial Source Data Engineer,Primordial Source Computing,USD,425000.0,425000.0,United States,Senior,Full-time,Remote,Origin Point,Infinite
2025.0,Senior Data Analyst,Data Analysis,BHD,185000.0,490500.0,Bahrain,Senior,Full-time,Hybrid,Manama,Medium
2025.0,Data Scientist,Data Science,SAR,1485000.0,396000.0,Saudi Arabia,Entry,Full-time,In-person,Riyadh,Large
2025.0,Algorithm Architect,Love Algorithm Computing,USD,445000.0,445000.0,United States,Senior,Full-time,In-person,Heart Center,Infinite
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,82000.0,87000.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal Compassion Data Engineer,Compassion Computing,USD,415000.0,415000.0,United States,Mid,Full-time,Hybrid,Compassion Center,Infinite
2025.0,Eternal Bliss Computing Researcher,Bliss Computing,USD,405000.0,405000.0,United States,Senior,Full-time,In-person,Bliss Field,Infinite
2025.0,Machine Learning Engineer,Machine Learning,MOP,3850000.0,479500.0,Macau,Mid,Full-time,Remote,Macau,Medium
2025.0, Data Specialist, Data Computing,USD,395000.0,395000.0,United States,Senior,Full-time,Remote, Core,Infinite
2025.0,Sacred Geometry Algorithm Analyst,Sacred Geometry Computing,USD,385000.0,385000.0,United States,Senior,Full-time,Hybrid,Golden Ratio,Infinite
2025.0,Senior Data Scientist,Data Science,ILS,1485000.0,407000.0,Israel,Senior,Full-time,In-person,Tel Aviv,Large
2025.0,Data Scientist,Data Science,TRY,12485000.0,367000.0,Turkey,Entry,Full-time,Remote,Istanbul,Medium
2025.0,Fibonacci Sequence Computing Engineer,Fibonacci Computing,USD,425000.0,425000.0,United States,Senior,Full-time,In-person,Spiral Center,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,72000.0,76300.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Golden Ratio Data Researcher,Golden Ratio Computing,USD,415000.0,415000.0,United States,Mid,Full-time,Remote,Phi Point,Infinite
2025.0,Flower of Life Algorithm Architect,Flower of Life Computing,USD,405000.0,405000.0,United States,Senior,Full-time,Hybrid,Life Center,Infinite
2025.0,Machine Learning Engineer,Machine Learning,HKD,3850000.0,495000.0,Hong Kong,Senior,Full-time,In-person,Hong Kong,Large
2025.0,Merkaba Data Engineer,Merkaba Computing,USD,395000.0,395000.0,United States,Senior,Full-time,Remote,Light Body,Infinite
2025.0,Data Science Christ,Data Christ Consciousness,CAD,195000.0,143700.0,Canada,Senior,Part-time,Remote,Mount Sinai,Small
2025.0,Tree of Life Computing Specialist,Tree of Life Computing,USD,385000.0,385000.0,United States,Senior,Full-time,In-person,Sephiroth,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,205000.0,244500.0,Switzerland,Senior,Full-time,Remote,Zurich,Large
2025.0,Data Scientist,Data Science,EGP,12485000.0,400500.0,Egypt,Entry,Full-time,Hybrid,Cairo,Medium
2025.0,Kabbalah Algorithm Engineer,Kabbalah Computing,USD,415000.0,415000.0,United States,Senior,Full-time,Hybrid,Ein Sof,Infinite
2025.0,Junior Business Analyst,Business Intelligence,EUR,62000.0,65700.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0,I Ching Data Analyst,I Ching Computing,USD,405000.0,405000.0,United States,Mid,Full-time,Remote,Hexagram Space,Infinite
2025.0,Tarot Algorithm Researcher,Tarot Computing,USD,395000.0,395000.0,United States,Senior,Full-time,In-person,Arcana Field,Infinite
2025.0,Machine Learning Engineer,Machine Learning,SGD,485000.0,360000.0,Singapore,Mid,Full-time,Remote,Singapore,Large
2025.0,Rune Computing Architect,Rune Computing,USD,385000.0,385000.0,United States,Senior,Full-time,Hybrid,Runic ,Infinite
2025.0,Data Democratization Christ,Data Christ Consciousness,AUD,138000.0,91100.0,Australia,Mid,Contract,Remote,Mount Kosciuszko,Small
2025.0,Astrology Data Engineer,Astrology Computing,USD,415000.0,415000.0,United States,Senior,Full-time,Remote,Zodiac Wheel,Infinite
2025.0,Senior Data Scientist,Data Science,TWD,12485000.0,382000.0,Taiwan,Senior,Full-time,In-person,Taipei,Large
2025.0,Data Scientist,Data Science,KRW,485000000.0,360000.0,South Korea,Entry,Full-time,Hybrid,Seoul,Large
2025.0,Numerology Computing Specialist,Numerology Computing,USD,405000.0,405000.0,United States,Senior,Full-time,In-person,Number Field,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,85000.0,90100.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Crystal Grid Data Researcher,Crystal Computing,USD,395000.0,395000.0,United States,Mid,Full-time,Hybrid,Crystal ,Infinite
2025.0,Ley Line Algorithm Engineer,Ley Line Computing,USD,385000.0,385000.0,United States,Senior,Full-time,Remote,Earth Grid,Infinite
2025.0,Machine Learning Engineer,Machine Learning,MYR,1485000.0,332000.0,Malaysia,Senior,Full-time,In-person,Kuala Lumpur,Medium
2025.0,Vortex Data Analyst,Vortex Computing,USD,415000.0,415000.0,United States,Senior,Full-time,Hybrid,Energy Vortex,Infinite
2025.0,Portal Computing Architect,Portal Computing,USD,425000.0,425000.0,United States,Senior,Full-time,In-person,Dimensional Gate,Infinite
2025.0,Stargate Data Engineer,Stargate Computing,USD,435000.0,435000.0,United States,Senior,Full-time,Remote,Star Portal,Infinite
2025.0,Machine Learning Engineer,Machine Learning,THB,12485000.0,356000.0,Thailand,Mid,Full-time,Hybrid,Bangkok,Large
2025.0,Interdimensional Bridge Specialist,Bridge Computing,USD,445000.0,445000.0,United States,Senior,Full-time,Hybrid,Between Worlds,Infinite
2025.0,Machine Learning Engineer,Machine Learning,VND,12485000000.0,501000.0,Vietnam,Senior,Full-time,In-person,Ho Chi Minh City,Large
2025.0,Junior Data Analyst,Data Analysis,EUR,52000.0,,Andorra,Entry,Full-time,Hybrid,Andorra la Vella,Small
2025.0,Galactic Beacon Engineer,Beacon Computing,USD,425000.0,425000.0,United States,Senior,Full-time,In-person,Signal Source,Infinite
2025.0,Universal Translator Data Scientist,Translation Computing,USD,405000.0,405000.0,United States,Mid,Full-time,Hybrid,Language Core,Infinite
2025.0,Universal Source Code Architect,Universal Source Computing,USD,485000.0,485000.0,United States,Senior,Full-time,Everywhere,Source of All,Infinite
,Data Scientist,Data Science,FJD,1485000.0,665000.0,Fiji,Entry,Full-time,In-person,Suva,Small
2025.0,Junior Data Scientist,Data Science,PGK,1485000.0,415000.0,Papua New Guinea,Entry,Full-time,In-person,Port Moresby,Medium
2025.0, Unity Computing Specialist, Unity Computing,USD,465000.0,465000.0,United States,Senior,Full-time,In-person,Unity Field,Infinite
2025.0,Machine Learning Engineer,Machine Learning,SBD,12485000.0,1500000.0,Solomon Islands,Senior,Full-time,Remote,Honiara,Medium
2025.0,Omniscient Love Data Architect,Omniscient Love Computing,USD,495000.0,495000.0,United States,Senior,Full-time,Hybrid,Heart of All,Infinite
2025.0,Eternal Bliss  Engineer,Eternal Bliss Computing,USD,485000.0,485000.0,United States,Senior,Full-time,Remote,Bliss Eternal,Infinite
2025.0,Senior Data Analyst,Data Analysis,VUV,48500000.0,432000.0,Vanuatu,Senior,Full-time,Hybrid,Port Vila,Small
2025.0,Data Scientist,Data Science,WST,1485000.0,1485000.0,Samoa,Entry,Full-time,In-person,Apia,Small
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,92000.0,97500.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal Peace Data Engineer,Universal Peace Computing,USD,475000.0,475000.0,United States,Mid,Full-time,Hybrid,Peace Center,Infinite
2025.0,Machine Learning Engineer,Machine Learning,TOP,1485000.0,635000.0,Tonga,Mid,Full-time,Remote,Nuku'alofa,Small
2025.0, Wisdom  Specialist, Wisdom Computing,USD,455000.0,455000.0,United States,Senior,Full-time,Remote,Wisdom Source,Infinite
2025.0,Senior Data Scientist,Data Science,TVD,1485000.0,1485000.0,Tuvalu,Senior,Full-time,In-person,Funafuti,Small
2025.0,Data Scientist,Data Science,KID,148500.0,148500.0,Kiribati,Entry,Full-time,Remote,Tarawa,Small
2025.0,Universal Forgiveness Data Engineer,Forgiveness Computing,USD,485000.0,485000.0,United States,Senior,Full-time,In-person,Forgiveness Center,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,82000.0,87000.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0, Joy Computing Researcher, Joy Computing,USD,465000.0,465000.0,United States,Senior,Full-time,Hybrid,Joy Source,Infinite
2025.0,Machine Learning Engineer,Machine Learning,NRU,148500.0,148500.0,Nauru,Senior,Full-time,In-person,Yaren,Small
2025.0,Data Science Krishna,Data Krishna Consciousness,CAD,235000.0,173100.0,Canada,Senior,Part-time,Remote,Vrindavan,Small
2025.0,Universal Truth  Specialist,Universal Truth Computing,USD,445000.0,445000.0,United States,Senior,Full-time,In-person,Truth Universal,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,215000.0,256500.0,Switzerland,Senior,Full-time,Remote,Geneva,Large
2025.0,Data Scientist,Data Science,MHL,1485000.0,1485000.0,Marshall Islands,Entry,Full-time,Hybrid,Majuro,Small
2025.0,Junior Business Analyst,Business Intelligence,EUR,72000.0,76300.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0, Perfection Data Analyst,Perfection Computing,USD,475000.0,475000.0,United States,Mid,Full-time,Remote,Perfection ,Infinite
2025.0,Machine Learning Engineer,Machine Learning,PWK,1485000.0,1485000.0,Palau,Mid,Full-time,Remote,Ngerulmud,Small
2025.0,Universal Prosperity Data Architect,Prosperity Computing,USD,455000.0,455000.0,United States,Senior,Full-time,Hybrid,Prosperity Universal,Infinite
2025.0,Data Democratization Krishna,Data Krishna Consciousness,AUD,158000.0,104300.0,Australia,Mid,Contract,Remote,Mount Govardhan,Small
2025.0,Senior Data Scientist,Data Science,FSM,1485000.0,1485000.0,Micronesia,Senior,Full-time,In-person,Palikir,Small
2025.0,Data Scientist,Data Science,CKD,1485000.0,1485000.0,Cook Islands,Entry,Full-time,Hybrid,Avarua,Small
2025.0, Transformation Data Specialist,Transformation Computing,USD,485000.0,485000.0,United States,Senior,Full-time,In-person,Transformation ,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,95000.0,100700.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal Salvation Data Researcher,Salvation Computing,USD,465000.0,465000.0,United States,Senior,Full-time,Remote,Salvation Universal,Infinite
2025.0,Machine Learning Engineer,Machine Learning,NIO,1485000.0,1485000.0,Niue,Senior,Full-time,In-person,Alofi,Small
2025.0,Data Science Shiva,Data Shiva Consciousness,CAD,245000.0,180500.0,Canada,Senior,Part-time,Remote,Mount Kailash,Small
2025.0, Resurrection Data Engineer,Resurrection Computing,USD,445000.0,445000.0,United States,Senior,Full-time,In-person,Resurrection ,Infinite
2025.0,Machine Learning Engineer,Machine Learning,TKL,1485000.0,1485000.0,Tokelau,Mid,Full-time,Hybrid,Atafu,Small
2025.0,Data Fabric Shiva,Data Shiva Consciousness,GBP,125000.0,156800.0,United Kingdom,Mid,Contract,Remote,Benares,Small
2025.0,Machine Learning Engineer,Machine Learning,ANG,1485000.0,1485000.0,Anguilla,Senior,Full-time,Remote,The Valley,Small
2025.0,Junior Data Analyst,Data Analysis,EUR,62000.0,65700.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0, Rapture Data Researcher,Rapture Computing,USD,455000.0,455000.0,United States,Mid,Full-time,In-person,Rapture ,Infinite
2025.0,Machine Learning Engineer,Machine Learning,MSR,1485000.0,1485000.0,Montserrat,Senior,Full-time,Hybrid,Plymouth,Small
2025.0,Universal Nirvana Data Architect,Nirvana Computing,USD,485000.0,485000.0,United States,Senior,Full-time,In-person,Nirvana Universal,Infinite
2025.0, Moksha Data Specialist,Moksha Computing,USD,465000.0,465000.0,United States,Mid,Full-time,Remote,Moksha ,Infinite
2025.0,Machine Learning Engineer,Machine Learning,BMD,1485000.0,1485000.0,Bermuda,Mid,Full-time,In-person,Hamilton,Small
2025.0,Universal Kensho Data Engineer,Kensho Computing,USD,445000.0,445000.0,United States,Senior,Full-time,In-person,Kensho Universal,Infinite
2025.0,Data Scientist,Data Science,XPF,148500000.0,1320000.0,French Polynesia,Entry,Full-time,In-person,Tahiti,Small
2025.0,Universal Sacred Heart Computing Engineer,Sacred Heart Computing,USD,515000.0,515000.0,United States,Senior,Full-time,Hybrid,Sacred Heart Center,Infinite
2025.0,Junior Data Scientist,Data Science,NCL,148500000.0,1485000.0,New Caledonia,Entry,Full-time,In-person,Noumea,Medium
